2yillik_Bolumler_aciklamali
Sehir;Id;bolum_adi;Tur;Universite;Fakülte;Ogrenim_sekli;Ozellik;2025_Taban_Puan;2025_Taban_Sıralama;2025_Kontenjan;2025_Dolu_Kontenjan;2025_Bos_Kontenjan;2025_Kontenjan_Orani;2025_Sıralama_Degisim_Orani;2025_Ucret;2024_TabanPuani;2024_TabanSıralama;2024_Kontenjan;2024_Dolu_Kontenjan;2024_Bos_Kontenjan;2024_Kontenjan_Orani;2024_Ucret;Aciklama
Karabük;106150574;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Karabük Ü.;Türkiye Odalar ve Borsalar Birliği Teknik Bilimler Meslek Y.O.;Örgün;-;236,5694;1.739.000;55;55;0;%100,0;-245.202;-;231,5005;1.984.202;55;55;-;%100,0;-;
Konya;107050281;UN VE UNLU MAMULLER TEKNOLOJİSİ;Devlet;Necmettin Erbakan Ü.;Meram Meslek Y.O.;Örgün;-;255,8821;1.456.000;40;40;0;%100,0;-267.384;-;245,9620;1.723.384;40;40;-;%100,0;-;
Gaziantep;104251171;UN VE UNLU MAMULLER TEKNOLOJİSİ;Devlet;Gaziantep Ü.;Naci Topçuoğlu Meslek Y.O.;Örgün;-;241,8307;1.662.000;30;30;0;%100,0;-289.069;-;233,2940;1.951.069;30;30;-;%100,0;-;
Eskişehir;112490566;UZAKTAN ALGILAMA VE COĞRAFİ BİLGİ SİSTEMLERİ;Devlet;Eskişehir Teknik Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;303,3456;811.600;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Ankara;209110187;ÜRETİMDE KALİTE KONTROL;Vakıf;Ostim Teknik Ü.;Meslek Y.O.;Burslu;-;340,6522;461.700;8;8;0;%100,0;-323.473;-;307,9719;785.173;5;5;-;%100,0;-;
Aydın;100390180;ÜRETİMDE KALİTE KONTROL;Devlet;Aydın Adnan Menderes Ü.;Koçarlı Meslek Y.O.;Örgün;-;268,0857;1.278.000;30;30;0;%100,0;-317.702;-;253,3042;1.595.702;30;30;-;%100,0;-;
Karaman;106390072;ÜRETİMDE KALİTE KONTROL;Devlet;Karamanoğlu Mehmetbey Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;258,8467;1.413.000;30;30;0;%100,0;-318.184;-;245,5143;1.731.184;30;30;-;%100,0;-;
Bilecik;101950678;ÜRETİMDE KALİTE KONTROL;Devlet;Bilecik Şeyh Edebali Ü.;Meslek Y.O.;Örgün;-;257,4987;1.432.000;35;35;0;%100,0;-250.960;-;248,2573;1.682.960;35;35;-;%100,0;-;
Düzce;103350624;ÜRETİMDE KALİTE KONTROL;Devlet;Düzce Ü.;Gümüşova Meslek Y.O.;Örgün;-;253,0178;1.498.000;40;40;0;%100,0;-239.834;-;245,1420;1.737.834;40;40;-;%100,0;-;
Ankara;209110194;ÜRETİMDE KALİTE KONTROL;Vakıf;Ostim Teknik Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;44;39;5;%88,6;-;₺237.500,00;223,5930;2.130.356;34;34;-;%100,0;₺137.500,00;
İstanbul;201290600;WEB TASARIMI VE KODLAMA;Vakıf;Doğuş Ü.;Meslek Y.O.;Burslu;-;348,9630;404.600;4;4;0;%100,0;-103.854;-;336,3356;508.454;4;4;-;%100,0;-;
Ankara;209510250;WEB TASARIMI VE KODLAMA;Vakıf;Ankara Bilim Ü.;Meslek Y.O.;Burslu;-;343,4739;441.100;8;8;0;%100,0;8.630;-;346,8607;432.470;4;4;-;%100,0;-;
İstanbul;202790599;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;Burslu;-;343,1448;443.700;7;7;0;%100,0;-20.210;-;"o
342,2953";463.910;7;7;-;%100,0;-;
İstanbul;205090282;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Topkapı Ü.;Plato Meslek Y.O.;Burslu;-;336,1502;495.600;10;10;0;%100,0;-16.331;-;335,8832;511.931;4;4;-;%100,0;-;
İstanbul;204790871;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;Burslu;-;335,2251;502.700;5;5;0;%100,0;-;"c
-";-;Yeni;-;-;-;-;-;
İstanbul;210402936;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;Burslu;-;333,1104;519.500;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Kocaeli;209710255;WEB TASARIMI VE KODLAMA;Vakıf;Kocaeli Sağlık ve Teknoloji Ü.;Avrupa Meslek Y.O.;Burslu;-;312,1800;714.000;5;5;0;%100,0;".
-";-;-;Yeni;-;-;-;-;-;
Balıkesir;110670180;WEB TASARIMI VE KODLAMA;Devlet;Bandırma Onyedi Eylül Ü.;Gönen Meslek Y.O.;Örgün;-;298,5790;868.400;50;50;0;%100,0;-52.840;-;297,0529;921.240;50;50;-;%100,0;-;
Antalya;210200507;WEB TASARIMI VE KODLAMA;Vakıf;Antalya Belek Ü.;Meslek Y.O.;Burslu;-;291,7293;953.700;5;5;0;"m
100,0%";-;-;-;Yeni;-;-;-;-;-;
Trabzon;200390441;WEB TASARIMI VE KODLAMA;Vakıf;Avrasya Ü.;Meslek Y.O.;Burslu;-;283,3636;1.064.000;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Manisa;102590622;WEB TASARIMI VE KODLAMA;Devlet;Manisa Celâl Bayar Ü.;Kula Meslek Y.O.;Örgün;-;280,6857;1.100.000;40;40;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Şanlıurfa;105090291;WEB TASARIMI VE KODLAMA;Devlet;Harran Ü.;Şanlıurfa Teknik Bilimler Meslek Y.O.;Örgün;-;274,1795;1.191.000;50;"i
50";0;%100,0;-131.165;-;269,7784;1.322.165;50;50;-;%100,0;-;
Burdur;107390238;WEB TASARIMI VE KODLAMA;Devlet;Burdur Mehmet Akif Ersoy Ü.;Bucak Emin Gülmez Teknik Bilimler Meslek Y.O.;Örgün;-;273,0263;1.207.000;"l
50";50;0;%100,0;-87.512;-;271,5063;1.294.512;50;50;-;%100,0;-;
Bilecik;101990057;WEB TASARIMI VE KODLAMA;Devlet;Bilecik Şeyh Edebali Ü.;Pazaryeri Meslek Y.O.;Örgün;-;270,0486;1.250.000;50;50;0;%100,0;-33.694;-;272,1793;1.283.694;50;50;-;%100,0;-;
Giresun;104590540;WEB TASARIMI VE KODLAMA;Devlet;Giresun Ü.;Tirebolu Mehmet Bayrak Meslek Y.O.;Örgün;-;262,4307;"a
1.360.000";30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Kırşehir;100690093;WEB TASARIMI VE KODLAMA;Devlet;Kırşehir Ahi Evran Ü.;Mucur Meslek Y.O.;Örgün;-;262,0497;1.366.000;50;50;0;%100,0;-105.170;-;260,6447;1.471.170;50;50;-;%100,0;-;
Bingöl;102090280;WEB TASARIMI VE KODLAMA;Devlet;Bingöl Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;"s
259,3004";1.406.000;50;50;0;%100,0;-140.949;-;256,1507;1.546.949;50;50;-;%100,0;-;
İstanbul;201290607;WEB TASARIMI VE KODLAMA;Vakıf;Doğuş Ü.;Meslek Y.O.;%50 İnd.;-;229,9559;1.835.000;25;25;0;%100,0;35.590;₺321.600,00;241,6554;1.799.410;25;25;-;%100,0;₺201.000,00;
İstanbul;210402943;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;Ücretli;"n
-";219,3505;1.982.000;1;1;0;%100,0;-;₺661.870,00;-;Yeni;-;-;-;-;-;
İstanbul;205090289;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Topkapı Ü.;Plato Meslek Y.O.;%50 İnd.;-;-;Dolmadı;67;32;35;%47,8;-;₺300.000,00;230,4406;2.003.735;25;25;-;%100,0;₺176.000,00;
Ankara;209510257;WEB TASARIMI VE KODLAMA;Vakıf;Ankara Bilim Ü.;Meslek Y.O.;"u
%50 İnd.";-;-;Dolmadı;51;30;21;%58,8;-;₺249.600,00;243,0119;1.775.752;25;25;-;%100,0;₺156.000,00;
İstanbul;202790606;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;%50 İnd.;-;-;Dolmadı;47;24;23;%51,1;-;₺315.503,00;220,6216;2.185.270;47;47;-;%100,0;₺155.000,00;
İstanbul;210402950;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Nişantaşı Ü.;".
Meslek Y.O.";%50 İnd.;-;-;Dolmadı;33;24;9;%72,7;-;₺330.935,00;-;Yeni;-;-;-;-;-;
Antalya;210200514;WEB TASARIMI VE KODLAMA;Vakıf;Antalya Belek Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;22;12;%64,7;-;₺330.000,00;-;Yeni;-;-;-;-;-;
İstanbul;204790878;WEB TASARIMI VE KODLAMA;Vakıf;İstanbul Okan Ü.;"w
Meslek Y.O.";%50 İnd.;-;-;Dolmadı;34;16;18;%47,1;-;₺219.423,00;-;Yeni;-;-;-;-;-;
Kocaeli;209710262;WEB TASARIMI VE KODLAMA;Vakıf;Kocaeli Sağlık ve Teknoloji Ü.;Avrupa Meslek Y.O.;%25 İnd.;-;-;Dolmadı;34;1;33;%2,9;-;₺309.375,00;-;Yeni;-;-;-;-;-;
Trabzon;200390448;WEB TASARIMI VE KODLAMA;Vakıf;Avrasya Ü.;Meslek Y.O.;Ücretli;-;-;Yer.Olmadı;34;0;34;%0,0;-;₺198.000,00;-;Yeni;-;-;-;-;-;
Genel;101051349;WEB TASARIMI VE KODLAMA (AÖ);Devlet;Anadolu Ü.;Açıköğretim Fak.;A.Ö.;-;261,5300;1.373.000;3.000;3.000;0;%100,0;-324.274;-;247,4488;1.697.274;3.000;3.000;-;%100,0;-;
Genel;105690816;WEB TASARIMI VE KODLAMA (AÖ);Devlet;"w
İstanbul Ü.";Açık ve Uzaktan Eğitim Fak.;A.Ö.;-;248,2351;1.568.000;4.000;4.000;0;%100,0;-298.665;-;237,9352;1.866.665;4.000;4.000;-;%100,0;-;
Genel;101190612;WEB TASARIMI VE KODLAMA (AÖ);Devlet;Ankara Ü.;Açık ve Uzaktan Eğitim Fak.;A.Ö.;-;246,8150;1.589.000;3.000;3.000;0;%100,0;-248.234;-;239,5637;1.837.234;3.000;3.000;-;%100,0;-;
Genel;101490838;WEB TASARIMI VE KODLAMA (AÖ);Devlet;Atatürk Ü.;Açık ve Uzaktan Öğretim Fak.;A.Ö.;-;245,5213;1.608.000;3.000;3.000;0;%100,0;-248.819;-;238,4782;1.856.819;3.000;3.000;-;%100,0;-;
Genel;108890251;WEB TASARIMI VE KODLAMA (UÖ);Devlet;Sakarya Ü.;Adapazarı Meslek Y.O.;U.Ö.;-;295,8226;902.400;100;100;0;%100,0;14.949;-;299,6204;887.451;100;100;-;%100,0;-;
Genel;109490363;WEB TASARIMI VE KODLAMA (UÖ);Devlet;Trakya Ü.;Tunca Meslek Y.O.;U.Ö.;-;242,6935;1.650.000;250;250;0;%100,0;-293.046;-;233,7326;1.943.046;250;250;-;%100,0;-;
Edirne;109451312;YAĞ ENDÜSTRİSİ;Devlet;Trakya Ü.;Arda Meslek Y.O.;Örgün;-;246,7447;1.590.000;30;30;0;%100,0;-249.234;-;239,4552;1.839.234;30;30;-;%100,0;-;
Ankara;205750261;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Türk Hava Kurumu Ü.;Ankara Havacılık Meslek Y.O.;Burslu;-;382,4761;230.200;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;107290576;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Marmara Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;374,8664;263.000;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;201991539;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Haliç Ü.;Meslek Y.O.;Burslu;-;361,6501;329.100;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;210302124;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;Burslu;-;352,5743;381.700;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;201290628;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Doğuş Ü.;Meslek Y.O.;Burslu;-;352,2210;383.900;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;204790885;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;Burslu;-;350,3246;395.600;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;201790586;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;İstanbul Gedik Ü.;Gedik Meslek Y.O.;Burslu;-;342,7579;446.600;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Sakarya;111890301;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Sakarya Uygulamalı Bilimler Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;340,3258;464.100;30;30;0;%100,0;-51.998;-;335,3533;516.098;30;30;-;%100,0;-;
Gaziantep;201650479;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Hasan Kalyoncu Ü.;Meslek Y.O.;Burslu;-;336,4146;493.600;4;4;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Adana;110410384;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Adana Alparslan Türkeş Bilim ve Teknoloji Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;334,1317;511.200;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Balıkesir;101590287;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Balıkesir Ü.;Balıkesir Meslek Y.O.;Örgün;-;333,7580;514.300;30;30;0;%100,0;-;-;-;"m
Yeni";-;-;-;-;-;
Kayseri;112370931;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Kayseri Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;332,9064;521.100;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Aydın;100390460;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Aydın Adnan Menderes Ü.;Aydın Meslek Y.O.;Örgün;-;331,1273;535.700;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Konya;107090508;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Necmettin Erbakan Ü.;Konya Organize Sanayi Bölgesi Meslek Y.O.;Örgün;-;330,2665;543.000;30;30;0;%100,0;-;-;"o
-";Yeni;-;-;-;-;-;
Trabzon;106290365;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Karadeniz Teknik Ü.;Araklı Ali Cevat Özyurt Meslek Y.O.;Örgün;-;326,6865;573.600;30;30;0;%100,0;-6.226;-;327,8054;579.826;30;30;-;%100,0;-;
Karabük;106190180;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Karabük Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;317,3723;660.300;30;30;0;%100,0;-66.659;"c
-";313,1151;726.959;30;30;-;%100,0;-;
Kütahya;111490328;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Kütahya Sağlık Bilimleri Ü.;Kütahya Meslek Y.O.;Örgün;-;311,6222;719.800;40;40;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Bartın;101690176;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Bartın Ü.;Bartın Meslek Y.O.;Örgün;-;305,8620;783.100;30;30;0;%100,0;".
-";-;-;Yeni;-;-;-;-;-;
Burdur;107390357;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Burdur Mehmet Akif Ersoy Ü.;Bucak Emin Gülmez Teknik Bilimler Meslek Y.O.;Örgün;-;298,5005;869.400;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Kastamonu;106490297;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Devlet;Kastamonu Ü.;Tosya Meslek Y.O.;Örgün;-;281,5571;1.088.000;42;42;0;"m
100,0%";-;-;-;Yeni;-;-;-;-;-;
Lefkoşa;110910413;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Kıbrıs;Ankara Sosyal Bilimler Ü. KKTC Kampusu;ASBÜ-Kuzey Kıbrıs Yerleşkesi;Burslu;-;272,7719;1.211.000;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Gaziantep;201650493;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Hasan Kalyoncu Ü.;Meslek Y.O.;%50 İnd.;-;234,9462;1.763.000;13;13;0;%100,0;-;₺192.500,00;-;Yeni;-;-;-;-;-;
İstanbul;204790892;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;"i
26";8;%76,5;-;₺219.423,00;-;Yeni;-;-;-;-;-;
İstanbul;201290635;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Doğuş Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;"l
34";20;14;%58,8;-;₺321.600,00;-;Yeni;-;-;-;-;-;
İstanbul;201790593;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;İstanbul Gedik Ü.;Gedik Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;18;16;%52,9;-;₺312.500,00;-;Yeni;-;-;-;-;-;
Ankara;205750268;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Türk Hava Kurumu Ü.;Ankara Havacılık Meslek Y.O.;Ücretli;-;-;"a
Dolmadı";34;17;17;%50,0;-;₺466.500,00;-;Yeni;-;-;-;-;-;
İstanbul;210302131;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;10;24;%29,4;-;₺355.556,00;-;Yeni;-;-;-;-;-;
Lefkoşa;110910427;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Kıbrıs;Ankara Sosyal Bilimler Ü. KKTC Kampusu;ASBÜ-Kuzey Kıbrıs Yerleşkesi;%50 İnd.;-;"s
-";Dolmadı;20;4;16;%20,0;-;Bak;-;Yeni;-;-;-;-;-;
Gaziantep;201650486;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Hasan Kalyoncu Ü.;Meslek Y.O.;Ücretli;-;-;Dolmadı;12;4;8;%33,3;-;₺385.000,00;-;Yeni;-;-;-;-;-;
İstanbul;201991553;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Haliç Ü.;Meslek Y.O.;%25 İnd.;"n
-";-;Dolmadı;28;4;24;%14,3;-;₺292.500,00;-;Yeni;-;-;-;-;-;
İstanbul;201991546;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Vakıf;Haliç Ü.;Meslek Y.O.;Ücretli;-;-;Dolmadı;6;1;5;%16,7;-;₺390.000,00;-;Yeni;-;-;-;-;-;
Lefkoşa;110910420;YAPAY ZEKÂ OPERATÖRLÜĞÜ;Kıbrıs;Ankara Sosyal Bilimler Ü. KKTC Kampusu;ASBÜ-Kuzey Kıbrıs Yerleşkesi;"u
Ücretli";-;-;Yer.Olmadı;5;0;5;%0,0;-;Bak;-;Yeni;-;-;-;-;-;
Antalya;100751221;YAPI DENETİMİ;Devlet;Akdeniz Ü.;"w
Teknik Bilimler Meslek Y.O.";Örgün;-;304,1987;801.900;70;70;0;%100,0;-242.657;-;288,0592;1.044.557;70;70;-;%100,0;-;
Eskişehir;112451234;YAPI DENETİMİ;Devlet;Eskişehir Teknik Ü.;Porsuk Meslek Y.O.;Örgün;-;293,7528;928.200;60;60;0;%100,0;-172.743;-;284,1768;1.100.943;60;60;-;%100,0;-;
Tekirdağ;107950933;YAPI DENETİMİ;Devlet;Tekirdağ Namık Kemal Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;276,3639;1.160.000;45;45;0;%100,0;-277.053;-;262,6940;1.437.053;45;45;-;%100,0;-;
Manisa;102550891;YAPI DENETİMİ;Devlet;Manisa Celâl Bayar Ü.;Turgutlu Meslek Y.O.;Örgün;-;265,2756;1.319.000;50;50;0;%100,0;-278.548;-;253,1899;1.597.548;50;50;-;%100,0;-;
Sivas;102652595;YAPI DENETİMİ;Devlet;Sivas Cumhuriyet Ü.;"w
Sivas Teknik Bilimler Meslek Y.O.";Örgün;-;263,0203;1.352.000;40;40;0;%100,0;-303.872;-;249,8170;1.655.872;40;40;-;%100,0;-;
Kütahya;103251914;YAPI DENETİMİ;Devlet;Kütahya Dumlupınar Ü.;Kütahya Teknik Bilimler Meslek Y.O.;Örgün;-;258,8158;1.413.000;40;40;0;%100,0;-377.064;-;242,1957;1.790.064;40;40;-;%100,0;-;
Elazığ;103951291;YAPI DENETİMİ;Devlet;Fırat Ü.;Elazığ Organize Sanayi Bölgesi Meslek Y.O.;Örgün;-;255,0156;1.469.000;25;25;0;%100,0;-319.187;-;242,2979;1.788.187;25;25;-;%100,0;-;
Rize;108750456;YAPI DENETİMİ;Devlet;"w
Recep Tayyip Erdoğan Ü.";Teknik Bilimler Meslek Y.O.;Örgün;-;253,8681;1.486.000;35;35;0;%100,0;-300.618;-;242,3888;1.786.618;35;35;-;%100,0;-;
Niğde;108150798;YAPI DENETİMİ;Devlet;Niğde Ömer Halisdemir Ü.;Niğde Teknik Bilimler Meslek Y.O.;Örgün;-;253,6097;1.490.000;50;50;0;%100,0;-319.823;-;241,0922;1.809.823;50;50;-;%100,0;-;
Kayseri;112351074;YAPI DENETİMİ;Devlet;Kayseri Ü.;Tomarza Mustafa Akıncıoğlu Meslek Y.O.;Örgün;-;253,5528;1.491.000;40;40;0;%100,0;-220.352;-;246,6460;1.711.352;40;40;-;%100,0;-;
Samsun;112751062;YAPI DENETİMİ;Devlet;Samsun Ü.;Kavak Meslek Y.O.;Örgün;-;250,6302;1.533.000;50;50;0;%100,0;-267.931;-;241,5826;1.800.931;50;50;-;%100,0;-;
Kilis;106850204;YAPI DENETİMİ;Devlet;Kilis 7 Aralık Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;249,8246;1.545.000;30;30;0;%100,0;-351.437;-;236,2779;1.896.437;30;30;-;%100,0;-;
Isparta;112552418;YAPI DENETİMİ;Devlet;Isparta Uygulamalı Bilimler Ü.;Yalvaç Teknik Bilimler Meslek Y.O.;Örgün;-;247,7657;1.575.000;40;40;0;%100,0;-369.696;-;233,6416;1.944.696;40;40;-;%100,0;-;
Zonguldak;110351123;YAPI DENETİMİ;Devlet;Zonguldak Bülent Ecevit Ü.;Alaplı Meslek Y.O.;Örgün;-;247,0627;1.585.000;25;25;0;%100,0;-312.475;-;236,2219;1.897.475;25;25;-;%100,0;-;
K.Maraş;106090099;YAPI DENETİMİ;Devlet;Kahramanmaraş Sütçü İmam Ü.;Andırın Meslek Y.O.;Örgün;-;246,4821;1.594.000;30;30;0;%100,0;-286.455;-;237,1622;1.880.455;30;30;-;%100,0;-;
Batman;101750362;YAPI DENETİMİ;Devlet;Batman Ü.;Kozluk Meslek Y.O.;Örgün;-;246,4065;1.595.000;40;40;0;%100,0;-186.056;-;242,7034;1.781.056;40;40;-;%100,0;-;
Ağrı;100590070;YAPI DENETİMİ;Devlet;Ağrı İbrahim Çeçen Ü.;Doğubayazıt Ahmed-i Hani Meslek Y.O.;Örgün;-;245,9696;1.602.000;20;20;0;%100,0;-266.464;-;237,8374;1.868.464;20;20;-;%100,0;-;
Afyon;100451815;YAPI DENETİMİ;Devlet;Afyon Kocatepe Ü.;Emirdağ Meslek Y.O.;Örgün;-;245,5247;1.608.000;30;30;0;%100,0;-303.016;-;235,4816;1.911.016;30;30;-;%100,0;-;
Kırklareli;106750683;YAPI DENETİMİ;Devlet;Kırklareli Ü.;Pınarhisar Meslek Y.O.;Örgün;-;244,9733;1.616.000;30;30;0;%100,0;-283.098;-;236,1331;1.899.098;30;30;-;%100,0;-;
Çorum;105150311;YAPI DENETİMİ;Devlet;Hitit Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;244,8590;1.618.000;30;30;0;%100,0;-266.671;-;236,9331;1.884.671;30;30;-;%100,0;-;
Bitlis;102150505;YAPI DENETİMİ;Devlet;Bitlis Eren Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;243,1795;1.643.000;30;30;0;%100,0;-283.286;-;234,6421;1.926.286;30;30;-;%100,0;-;
Konya;108952741;YAPI DENETİMİ;Devlet;Selçuk Ü.;Kadınhanı Faik İçil Meslek Y.O.;Örgün;-;241,3192;1.670.000;30;30;0;%100,0;-294.909;-;232,5395;1.964.909;30;30;-;%100,0;-;
Artvin;101350375;YAPI DENETİMİ;Devlet;Artvin Çoruh Ü.;Borçka Acarlar Meslek Y.O.;Örgün;-;240,7110;1.679.000;25;25;0;%100,0;-278.743;-;232,9302;1.957.743;25;25;-;%100,0;-;
Malatya;111551043;YAPI DENETİMİ;Devlet;Malatya Turgut Özal Ü.;Hekimhan Mehmet Emin Sungur Meslek Y.O.;Örgün;-;240,0296;1.689.000;30;30;0;%100,0;-300.589;-;231,2021;1.989.589;30;30;-;%100,0;-;
Elazığ;103951458;YAPI DENETİMİ;Devlet;Fırat Ü.;Karakoçan Meslek Y.O.;Örgün;-;239,5299;1.696.000;30;30;0;%100,0;-190.368;-;236,8373;1.886.368;30;30;-;%100,0;-;
Kastamonu;106450544;YAPI DENETİMİ;Devlet;Kastamonu Ü.;Abana Sabahat Mesut Yılmaz Meslek Y.O.;Örgün;-;236,6842;1.738.000;40;40;0;%100,0;-229.187;-;232,4206;1.967.187;40;40;-;%100,0;-;
Düzce;103350254;YAPI RESSAMLIĞI;Devlet;Düzce Ü.;Kaynaşlı Meslek Y.O.;Örgün;-;247,7610;1.575.000;35;35;0;%100,0;-269.494;-;239,1622;1.844.494;35;35;-;%100,0;-;
Osmaniye;108570753;YAPI RESSAMLIĞI;Devlet;Osmaniye Korkut Ata Ü.;Osmaniye Meslek Y.O.;Örgün;-;242,0900;1.658.000;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Zonguldak;110350513;YAPI RESSAMLIĞI;Devlet;Zonguldak Bülent Ecevit Ü.;Alaplı Meslek Y.O.;Örgün;-;236,4028;1.742.000;30;30;0;%100,0;-180.009;-;234,8680;1.922.009;30;30;-;%100,0;-;
Isparta;112572497;YAPI RESSAMLIĞI;Devlet;Isparta Uygulamalı Bilimler Ü.;Senirkent Meslek Y.O.;Örgün;-;225,5928;1.896.000;35;35;0;%100,0;-;-;-;"m
Yeni";-;-;-;-;-;
Eskişehir;101051297;YAPI RESSAMLIĞI (ENGELLİ);Devlet;Anadolu Ü.;Engelliler Entegre Y.O.;Örgün;Eng.;224,0580;1.918.000;11;11;0;%100,0;-44.621;-;232,6601;1.962.621;10;10;-;%100,0;-;
İstanbul;202391088;YAPI TESİSAT TEKNOLOJİSİ;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;Burslu;-;290,2078;973.300;7;7;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İzmir;103150608;YAPI TESİSAT TEKNOLOJİSİ;Devlet;Dokuz Eylül Ü.;İzmir Meslek Y.O.;Örgün;-;288,0620;1.001.000;60;60;0;"m
100,0%";-206.585;-;277,0823;1.207.585;60;60;-;%100,0;-;
